theme,question,option_a,option_b,option_c,option_d,correct,level
Lord of the Rings,Who is the hobbit that Frodo used to steal mushrooms from when he was just a school boy?,Farmer Maggot,Old Gaffer,Ted Sandyman,Lotho Sackville-Baggins,A,2
Lord of the Rings,Where is Balin's Tomb?,Moria,Rivendell,Lothlorien,Erebor,A,2
Lord of the Rings,How was Balin killed?,Shot by an orc from behind a rock,Eaten by a Balrog,Fell in battle,Poisoned,A,2
Lord of the Rings,Who cut the ring off Sauron's finger?,Isildur,Elendil,Gil-galad,Ancalimon,A,2
Lord of the Rings,Who does Elrond object to being a member of the Fellowship?,Pippin,Merry,Sam,Gimli,A,2
Lord of the Rings,What is Wormtongue's nickname for Gandalf?,Stormcrow,Mithrandir,Grey Pilgrim,White Rider,A,2
Lord of the Rings,Who does Sam see laying 'asleep' in Galadriel's mirror?,Frodo,Himself,Rosie,Bilbo,A,2
Lord of the Rings,"At the end of 'The Two Towers', who 'kills' Frodo?",Shelob,Gollum,Orcs,Nazgul,A,2
Lord of the Rings,"Who, in 'The Return Of The King', stands at the cracks of Mount Doom and refuses to throw the ring to its fiery demise, giving in fully to its power?",Frodo,Sam,Gollum,Aragorn,A,2
Lord of the Rings,What was the name of the dragon who occupied the Lonely Mountain?,Smaug,Glaurung,Ancalagon,Scatha,A,2
Lord of the Rings,Which of the following was NOT one of the Dwarves in Thorin's company?,Dopey,Bifur,Kili,Oin,A,2
Lord of the Rings,Bilbo was given his short sword Sting as a reward from Thorin Oakenshield at the end of the Battle of Five Armies.,TRUE,FALSE,,,B,2
Lord of the Rings,The battle at the end of The Hobbit was known as:,The Battle of Five Armies,The Battle of the Pelennor Fields,The War of the Ring,The Battle of Dale,A,2
Lord of the Rings,What was the fairest of all treasures in the Lonely Mountain?,The Arkenstone of Thrain,Mithril Shirt,Nauglamír,Silmaril,A,2
Lord of the Rings,Where did Bilbo and the Dwarves encounter giant spiders?,Mirkwood,Fangorn Forest,Old Forest,Lothlórien,A,2
Lord of the Rings,Who killed Smaug?,Bard,Thorin,Bilbo,Gandalf,A,2
Lord of the Rings,What sort of creatures do goblins ride upon?,Wargs,Eagles,Horses,Fell Beasts,A,2
Lord of the Rings,Bard was responsible for the death of who?,Smaug,The Goblin King,Bolg,Azog,A,2
Lord of the Rings,What significance did 'Durin's Day' have to Bilbo and the Dwarves as they neared the end of their journey?,It was the day when the secret door on the side of the mountain would open,It was the day of the Battle of Five Armies,It was the day Gandalf left them,It was Bilbo's birthday,A,2
Lord of the Rings,"Gandalf was gray, Sarumon was white, who was brown?",Radagast,Alatar,Pallando,Curumo,A,2
Lord of the Rings,What was the last thing Gandalf said to Bilbo and the Dwarves as he left them on the border of Mirkwood?,'Don't leave the path!','Seek out Beorn','Beware the Necromancer','The moon will reveal the door',A,2
Lord of the Rings,What was the name of Gandalf's sword?,Glamdring,Narsil,Andúril,Orcrist,A,2
Lord of the Rings,What was the name of Thorin's sword?,Orcrist,Sting,Gurthang,Ringil,A,2
Lord of the Rings,What was the name of Bilbo's mother?,Belladonna,Primula,Rosy,Laura,A,2
Lord of the Rings,"Here am I, naughty little fly; you are fat and lazy. You cannot trap me, though you try; In your cobwebs crazy. What was Bilbo trying to do when he made up this song?",Taunt the giant spiders,Distract Gollum,Annoy the trolls,Mock Smaug,A,2
Lord of the Rings,Which dwarf visits Bilbo Baggins at the end of The Hobbit?,Balin,Dwalin,Fili,Kili,A,2
Lord of the Rings,Where was the dragon's weak spot?,Left breast,Underbelly,Right eye,Tail,A,2
Lord of the Rings,Which famous sidekick did Martin Freeman portray in a 2010-2012 TV series?,Dr. Watson,Robin,Sancho Panza,Tonto,A,2
Lord of the Rings,What is the name of the actor who plays Old Bilbo in The Lord of the Rings: The Fellowship of the Ring?,Ian Holm,Ian McKellen,Elijah Wood,Sean Astin,A,2
Lord of the Rings,What was the first name of Frodo Baggins' father?,Drogo,Bungo,Fosco,Largo,A,2
Lord of the Rings,What kind of bird revealed the keyhole in the side of the mountain to Bilbo and the Dwarves?,Thrush,Raven,Eagle,Sparrow,A,2
Lord of the Rings,Martin Freeman plays a character named Arthur Dent in what 2005 movie?,The Hitchhiker's Guide to the Galaxy,Love Actually,Hot Fuzz,Shaun of the Dead,A,2
Lord of the Rings,Which of these stars from Peter Jackson's The Lord of the Rings trilogy will NOT appear in The Hobbit movie?,Liv Tyler,Ian McKellen,Cate Blanchett,Hugo Weaving,A,2
Lord of the Rings,Who was Elrond's father?,Eärendil,Tuor,Thingol,Finrod,A,2
Lord of the Rings,Which of these was NOT the name of one of the Trolls encountered by Bilbo and the Dwarves?,Jack,Tom,Bert,William,A,2
Lord of the Rings,How did Bilbo and the Dwarves cross the river that blocked their path in Mirkwood?,Boat,Rope bridge,Floating log,Eagle,A,2
Lord of the Rings,What prevented Bilbo and the Dwarves from traveling around the South border of Mirkwood on their journey to the Lonely Mountain?,The Necromancer,Giant spiders,Beorn's territory,Elves of Thranduil,A,2
Lord of the Rings,What is the name of Chapter 5 in The Hobbit?,Riddles in the Dark,An Unexpected Party,Roast Mutton,Over Hill and Under Hill,A,2
Lord of the Rings,What was the first name of Bilbo's paternal grandfather?,Mungo,Gerontius,Longbow,Fastbold,A,2
Lord of the Rings,'I can't be always carrying burglars on my back.' Who said it?,Dori,Nori,Ori,Bombur,A,2
Lord of the Rings,What is the name of Chapter 7 in The Hobbit?,Queer Lodgings,Out of the Frying-Pan into the Fire,A Warm Welcome,Inside Information,A,2
Lord of the Rings,Fill in the blank for this Goblin King rant: 'Slash them! Beat them! Bite them! ______ them!',Gnash,Smash,Bash,Crash,A,2
Lord of the Rings,In what month did Bilbo return to Hobbiton from his journey?,June,May,April,July,A,2
Lord of the Rings,"'Silly time to go practising pinching and pocket-picking, when what we wanted was fire and food!' Who said it?",Bombur,Bofur,Bifur,Gloin,A,2
Lord of the Rings,Who provided the voice of Bilbo Baggins in the 1977 animated version of The Hobbit?,Orson Bean,John Huston,Paul Frees,Don Messick,A,2
Lord of the Rings,Who did Gandalf call for first as he and Bilbo stood before Beorn?,Thorin and Dori,Fili and Kili,Balin and Dwalin,Gloin and Oin,A,2
Lord of the Rings,Who said it? 'Nine companions. So be it. You shall be the fellowship of the ring.',Gandalf,Pippin,Elrond,Aragorn,C,3
Lord of the Rings,True or false? Two wizards were sent to help the people of Middle Earth.,TRUE,FALSE,,,B,3
Lord of the Rings,Who wields the sword Orcrist in 'The Hobbit'?,Thorin,Gandalf,Florin,Legolas,A,3
Lord of the Rings,"In 'Fellowship of the Ring,' what gift does Lady Galadriel give Gimli before the fellowship leaves Lothlorien?",a dagger,three strands of her hair,an elvish bow and arrow,a cloak,B,3
Lord of the Rings,What was Gollum's hobbit name?,Lancer,Smeagol,Precious,Deagol,B,3
Lord of the Rings,How many times does Gollum say precious in 'The Two Towers'?,16,12,11,20,A,3
Lord of the Rings,The sword Sting would glow blue when who were nearby?,Dark Elves,Orcs,Giant Spiders,Nazgul,B,3
Lord of the Rings,The shards of the sword Narsil were taken to Rivendell and reforged into what new sword?,Orcrist,Anduril,Glamdring,Sting,B,3
Lord of the Rings,Which of the Three Rings of Power did Galadriel wear?,"Narya, the Ring of Fire","Nenya, the Ring of Water","Vilya, the Ring of Air","Nenya, the Ring of Ice",B,3
Lord of the Rings,"Who is the last keeper of the elven ring Narya, the Ring of Fire?",Gandalf,Arwen,Cirdan,Gil-galad,A,3
Lord of the Rings,"True or false? After his resurrection, Gandalf is known as The Grey.",TRUE,FALSE,,,B,3
Lord of the Rings,"In 'Lord of the Rings,' Arwen chooses to give up her immortality to be with her love, Aragorn, who is a mortal man. Why is she able to do this?",All elves can choose to be mortal.,She has human ancestors.,She gives away her Evanstar necklace.,She is half-elven,B,3
Lord of the Rings,Who rescues Gandalf atop the Tower Orthanc?,Gwaihir,Frodo and Sam,Merry and Pippin,Shadowfax,A,3
Lord of the Rings,Who stabs Saruman in the beginning of the movie 'The Return of the King'?,Aragorn,Grima Wormtongue,Gandalf,Theoden,B,3
Lord of the Rings,Hobbits eat seven meals a day. What comes directly after elevensies?,afternoon tea,luncheon,brunch,supper,B,3
Lord of the Rings,"True or false? When the fellowship is in the Mines of Moria, Merry knocks a skeleton into a well, causing the group to be attacked by orcs and a cave troll.",TRUE,FALSE,,,B,3
Lord of the Rings,True or false? Aragorn's childhood elven name is Estel.,TRUE,FALSE,,,A,3
Lord of the Rings,"In 'The Two Towers,' what is the name of the treelike species Merry and Pippin befriend in Fangorn Forest?",Ent,Treebeard,Leaflong,Huorn,A,3
Lord of the Rings,When did Isildur lose the One Ring?,in a battle with Saruman,as he swam across a river,while defending his brother Aratan,during the siege of Minas Tirith,B,3
Lord of the Rings,"What did Aragorn, Imrahil, Gandalf, Elladan, Eomer and Elrohir decide during the Last Debate?",to fight Sauron,how to destroy the Ring of Power,how to save Frodo Baggins,to retreat to the mountains,A,3
Lord of the Rings,"When Frodo is attacked by the Witch-king, who attempts to hit his heart with a Morgul blade, what is he almost turned into?",a wraith,a Balrog,an Orc,a Nazgul,A,3
Lord of the Rings,True or false? The Third Age began after the first downfall of Sauron.,TRUE,FALSE,,,A,3
Lord of the Rings,"Who was the elf responsible for abandoning Dol Guldur, before Sauron moved in?",Oropher,Legolas,Mirkwood,Thranduil,A,3
Lord of the Rings,Who created the three Elven Rings?,Earendil,Feanor,Celebrimbor,Sauron,C,3
Lord of the Rings,How many members were there in the Fellowship of the Ring?,12,9,5,7,B,3
Lord of the Rings,What was the name of the book that Bilbo was writing about his adventures?,'There and Back Again','The Hobbit','My Adventures at the Shire','The Silmarillion',A,3
Lord of the Rings,True or false? 'The Lord of the Rings: The Fellowship of the Ring' was nominated for nine Oscars in 2002 and won four.,TRUE,FALSE,,,A,3
Lord of the Rings,How many Academy Awards did 'The Lord of the Rings: The Return of the King' win?,11,7,3,17,A,3
Lord of the Rings,Who was the director for 'The Lord of the Rings' trilogy?,Peter Jackson,Steven Spielberg,James Cameron,Ridley Scott,A,3
Lord of the Rings,True or false? 'The Lord of the Rings' trilogy is the most-nominated film series in Academy Award history.,TRUE,FALSE,,,A,3
Lord of the Rings,Who possesses the ring of power at the start of the trilogy?,Gandalf,Bilbo,Frodo,Sauron,C,3
Lord of the Rings,Who do the hobbits encounter at the Prancing Pony?,Strider,Gandalf,Elrond,Galadriel,A,3
Lord of the Rings,How many members make up the fellowship of the ring?,7,9,11,13,B,3
Lord of the Rings,What is the name of the elf in the fellowship?,Arwen,Legolas,Galadriel,Elrond,B,3
Lord of the Rings,What is the name of the dwarf in the fellowship?,Thorin,Gimli,Balin,Dwalin,B,3
Lord of the Rings,"When the pass of Caradhras is blocked, where does Frodo say the fellowship should go?",Moria,Lothlorien,Helm's Deep,Isengard,A,3
Lord of the Rings,Who is the first member of the fellowship to be separated from the group?,Boromir,Gandalf,Legolas,Gimli,B,3
Lord of the Rings,What happens at the end of the first movie?,Frodo leaves the group,Boromir dies,Gandalf falls,The fellowship forms,B,3
Lord of the Rings,Who has been following Sam and Frodo?,Aragorn,Gollum,Nazgul,Orcs,B,3
Lord of the Rings,Who is the king of Rohan?,Theoden,Eomer,Aragorn,Denethor,A,3
Lord of the Rings,"Where is Saruman’s tower, Orthanc, located?",Mordor,Isengard,Minas Tirith,Edoras,B,3
Lord of the Rings,What animal does Gollum give to Frodo?,Rabbit,Fish,Bird,Snake,A,3
Lord of the Rings,Where does Théoden decide to send his people?,Helm's Deep,Edoras,Minas Tirith,Dunharrow,A,3
Lord of the Rings,What forest creatures do Pippin and Merry come across?,Ents,Huorns,Trees,Spiders,A,3
Lord of the Rings,Whom does Aragorn love?,Eowyn,Arwen,Galadriel,Luthien,B,3
Lord of the Rings,Who shows up to help defend Helm’s Deep at the last moment?,Gandalf,Elrond,Galadriel,Saruman,A,3
Lord of the Rings,Who is the steward of Gondor?,Denethor,Boromir,Faramir,Ecthelion,A,3
Lord of the Rings,What is the name of the capital of Gondor?,Osgiliath,Minas Tirith,Ithilien,Dol Amroth,B,3
Lord of the Rings,To whom does Pippin pledge allegiance?,Gandalf,Aragorn,Denethor,Faramir,C,3
Lord of the Rings,What are Sam and Frodo running out of as they journey to Mount Doom?,Food,Water,Hope,Time,A,3
Lord of the Rings,What does Elrond offer to Aragorn?,The ring,The throne,Anduril,A kiss,C,3
Lord of the Rings,How is the ring destroyed at Mount Doom?,Frodo throws it in,Gollum bites it off,Lava erupts,Eagle drops it,B,3
Lord of the Rings,Who finally kills the witch-king?,Aragorn,Eowyn,Gandalf,Merry,B,3
Lord of the Rings,Who is the first hobbit to get married?,Frodo,Sam,Merry,Pippin,B,3
Lord of the Rings,Who departs with the elves at the trilogy’s conclusion?,Bilbo,Frodo,Gandalf,All of the above,D,3
