theme,question,option_a,option_b,option_c,option_d,correct,level
Star Wars,"Which character says the famous quote, A Jedi Knight? Jeez, I'm out of it for a little while, everyone gets delusions of grandeur! in Episode VI: Return of the Jedi?",Luke Skywalker,Lando Calrissian,Chewie,Han Solo,D,1
Star Wars,What colors is the lovable droid BB-8?,White and red,White and blue,Black and green,White and orange,D,1
Star Wars,"And what about R2D2, what colors cover this handsome little devil?",Green and yellow,White and blue,Silver and black,White and orange,B,1
Star Wars,What planet is Rey living on when BB-8 finds her?,Endor,Hoth,Tatooine,Jakku,D,1
Star Wars,What color is the first lightsaber Rey uses?,Purple,Green,Red,Blue,D,1
Star Wars,Who wins second place in the Boonta Eve Classic pod race where Anakin Skywalker's wins his freedom?,Anakin Skywalker,Mawhonic,Sebulba,Gasgano,D,1
Star Wars,"What is Princess Leia's famous line, recorded by R2D2 for her Jedi friend?","Han, we need you.","Help me, Obi-Wan Kenobi. You're my only hope",This bucket of bolts's never gonna get us past that blockade.,"Captain, being held by you isn't quite enough to get me excite",B,1
Star Wars,"In Star Wars film, How many lightsaber blades does Darth Maul use?",3,4,5,2,D,1
Star Wars,"In Star Wars Movie, What color was Obi Wan Kenobi's lightsaber when he defeated Darth Maul?",Yellow,Red,Green,Blue,C,1
Star Wars,"Who auditioned for the role of Han Solo before it was offered to Harrison Ford, originally hired as a reader at the auditions?",George Clooney,Brad Pitt,Joss Whedon,Kurt Russell,D,1
Star Wars,"Which character says the famous line, Why, you stuck up, half-witted, scruffy-looking Nerf herder! in Episode V: The Empire Strikes Back?",Darth Vader,Princess Leia,C-3PO,Luke Skywalker,B,1
Star Wars,"When is the only time we see Han Solo use a lightsaber, and in what location?",Opening a door to save Chewie on Tatooine,Defending R2D2 from Storm troopers on Tatooine,Fighting Darth Vader to save Leia on Hoth,Cutting open the Tauntaun to save Luke on Hoth,D,1
Star Wars,"On the snow planet Hoth, whose body gets crushed under the imperial walker's foot?",Biggs,Eric,Bark,Dack,D,1
Star Wars,"In Star Wars: The Force Awakens, on what planet do Leia and Han Solo meet after a long separation?",Jakku,Hoth,Takodana,D'Qar,D,1
Star Wars,Which of the following is NOT a Darth in the Star Wars films?,Tyranus,Maul,Ackbar,Bane,C,1
Star Wars,"In The Phantom Menace, how many toes does Yoda have?",2,6,4,3,D,1
Star Wars,With what famous Sci-fi film does the original Star Wars trilogy share a production crew?,Star Trek,Battle Star Galactica,Space Quest,Space Odyssey 2001,D,1
Star Wars,How many children does Darth Vader have?,3,5,6,2,D,1
Star Wars,What two real-world languages is the Ewok's language based on?,German and French,Italian and Japanese,Chinese and Japanese,Tibetan and Nepalese,D,1
Star Wars,Which actor or actress was so tall that the doorways of The Phantom Menace set had to be rebuilt?,Harrison Ford,Alec Guinness,Frank Oz,Liam Neeson,D,1
Star Wars,"How many live action movies, as of November 2025, have been seen by the public?",9,3,6,11,D,1
Star Wars,What is the name of the desert planet where Luke Skywalker grew up?,Coruscant,Naboo,Tatooine,Endor,C,1
Star Wars,Who is the droid sidekick of Luke Skywalker?,C-3PO,BB-8,R2-D2,K-2SO,C,1
Star Wars,What is the iconic weapon of the Jedi?,Blaster,Bowcaster,Lightsaber,Vibroblade,C,1
Star Wars,Which film introduced the character Grogu (Baby Yoda)?,The Mandalorian,The Force Awakens,Rogue One,A New Hope,A,1
Star Wars,What is the home planet of the Wookiees?,Kashyyyk,Hoth,Felucia,Ryloth,A,1
Star Wars,Who is the leader of the Galactic Empire?,Grand Moff Tarkin,Emperor Palpatine,Count Dooku,General Hux,B,1
Star Wars,What color is Yoda's skin?,Red,Blue,Green,Purple,C,1
Star Wars,"In The Mandalorian, what does Mando always say before leaving?",This is the Way,May the Force be with you,I have a bad feeling about this,Live long and prosper,A,1
Star Wars,What is the name of Han Solo's famous ship?,Razor Crest,Ghost,Millennium Falcon,Slave I,C,1
Star Wars,Who trains Rey in the ways of the Force?,Obi-Wan Kenobi,Luke Skywalker,Yoda,Mace Windu,B,1
Star Wars,What is the main setting for the High Republic era?,500 years before The Phantom Menace,During the Clone Wars,After Return of the Jedi,Before The Mandalorian,A,1
Star Wars,Which character is a protocol droid fluent in over six million forms of communication?,R2-D2,BB-8,K-2SO,C-3PO,D,1
Star Wars,What is the name of the moon where the Ewoks live?,Kashyyyk,Endor,Dagobah,Scarif,B,1
Star Wars,Who is Din Djarin?,A Jedi Knight,The Mandalorian,A Sith Lord,A Clone Trooper,B,1
Star Wars,What destroyed Alderaan?,The Death Star,Starkiller Base,A supernova,Imperial invasion,A,1
Star Wars,Which series features Ahsoka Tano as the lead?,Obi-Wan Kenobi,Ahsoka,The Book of Boba Fett,Andor,B,1
Star Wars,What is the symbol of the Rebel Alliance?,The Empire's cog,A starbird,The Jedi crest,The Sith eye,B,1
Star Wars,How many tentacles do Dianoga cephalopods have?,Nine,Eleven,Five,Seven,D,2
Star Wars,Which tree-covered planet do the Wookiees come from?,Hoth,Endor,Naboo,Kashyyyk,D,2
Star Wars,What did Luke Skywalker use to distract Darth Vader during their duel in Empire Strikes Back?,The Force,R2-D2,A pipe,His lightsaber,C,2
Star Wars,What is the name of the first officially licensed Star Wars video game that released in 1982?,Star Wars: Jedi Arena,Star Wars: Death Star Battle,Star Wars: A New Hope,Star Wars: The Empire Strikes Back,D,2
Star Wars,What is the name of the seedy cantina on Tatooine where Luke Skywalker and Obi-Wan Kenobi first encounter Han Solo?,Chalmun's Cantina,Dex's Diner,Mos Eisley Cantina,Tatooine Tavern,C,2
Star Wars,"Which holiday does Han Solo celebrate with Chewbacca on his home planet, Kashyyk, in the 1978 Star Wars Holiday Special?",Empire Day,Force Day,Life Day,Wookiee Festival,C,2
Star Wars,"Prior to portraying young Anakin Skywalker in Star Wars Episode I: The Phantom Menace, which movie did Jake Lloyd get his big break in playing Arnold Schwarzenegger's son in?",Kindergarten Cop,Jingle All the Way (1996),Twins,Terminator 2,B,2
Star Wars,What was Obi-Wan Kenobi's rank in the Clone Wars?,Commander,Jedi Master,Knight,General,D,2
Star Wars,How many of the nine movies in Star Wars' Skywalker Saga were directed by George Lucas?,Five,Six,Three,Four (Episodes I - IV),D,2
Star Wars,"What was the original title of Return of the Jedi, used in a teaser trailer in 1982?",Rise of the Empire,Revenge of the Jedi,Return of the Sith,Battle of Endor,B,2
Star Wars,"Which fan favorite Star Wars character made his first appearance in an animated segment during the 1980 Star Wars Holiday Special, where he saves Luke Skywalker from a giant monster?",Darth Vader,Chewbacca,Han Solo,Boba Fett,D,2
Star Wars,"When Rey pulls out and activates her own lightsaber for the first time at the end of Star Wars: The Rise of Skywalker, what color is it?",Red,Green,Yellow,Blue,C,2
Star Wars,Which planet is the Jedi Temple located on?,Alderaan,Tatooine,Naboo,Coruscant,D,2
Star Wars,Which character does Oscar-winning actress Lupita Nyong'o portray in The Force Awakens?,Phasma,Rose Tico,Rey,Maz Kanata,D,2
Star Wars,What type of crystal is used in the Star Wars universe as the power source of a lightsaber?,Dilithium crystal,Phrik crystal,Quartz crystal,Kyber crystal,D,2
Star Wars,What is the name of Luke Skywalker's aunt?,Padme Amidala,Mon Mothma,Shmi Skywalker,Beru Lars,D,2
Star Wars,What real-life animal was almost used as the 'actor' for Yoda?,A bird,A cat,A dog,A monkey,D,2
Star Wars,Which fantastical Star Wars vehicle was mistaken for a military tank by the Libyan government during the production of A New Hope?,TIE Fighter,X-Wing,The Jawa Sandcrawler,The Millennium Falcon,C,2
Star Wars,"While filming The Empire Strikes Back, Darth Vader did not actually say, No, I am your father in order to keep the film's big twist under wraps. What line was spoken instead?",The dark side claims you,Obi Wan killed your father,I am your father,You killed your father,B,2
Star Wars,What was the first made-for-TV Star Wars spin-off titled?,Droids,Ewoks,Star Wars Holiday Special,Star Wars: Clone Wars,C,2
Star Wars,What is R2D2 alternately known as in some Spanish-speaking countries?,Astromech,Bebe,R2-D2,Arturito,D,2
Star Wars,Which '90s boy band was originally supposed to appear in Attack of the Clones?,98 Degrees,Boyz II Men,Backstreet Boys,NSYNC,D,2
Star Wars,What was Yoda's name in early outlines for The Empire Strikes Back?,Green Master,Buffy,Wise One,Mini,B,2
Star Wars,Which Star Wars character references the Beastie Boys in terms of both his name and his costume design?,Wedge Antilles,Lando Calrissian,Nien Nunb,Ello Asty,D,2
Star Wars,What planet is Obi-Wan Kenobi from?,Naboo,Tatooine,Coruscant,Stewjon,D,2
Star Wars,What actress played Princess Leia in Star Wars: Return of the Jedi?,Daisy Ridley,Lupita Nyong'o,Natalie Portman,Carrie Fisher,D,2
Star Wars,What planet is Rey from?,Coruscant,Ahch-To,Tatooine,Jakku,D,2
Star Wars,What color is R2-D2?,Green and silver,Yellow and blue,Red and black,Blue and white,D,2
Star Wars,What planet is Padme Amidala from?,Coruscant,Alderaan,Tatooine,Naboo,D,2
Star Wars,"True or false: R2-D2 originally had dialogue, with actual speaking parts.",Only in sequels,Only in prequels,TRUE,FALSE,C,2
Star Wars,Variations on what line have made it into every film in the saga?,These aren't the droids you're looking for,May the Force be with you,I have a bad feeling about this.,"Help me, Obi-Wan Kenobi",C,2
Star Wars,What type of dog was the inspiration for Chewbacca according to George Lucas?,German Shepherd,Poodle,Labrador,Alaskan Malamute,D,2
Star Wars,The first appearance of the Emperor was a composite of the character designer's wife and which animal?,A horse,A cat,A chimpanzee,A dog,C,2
Star Wars,How many estimated deaths are there in the original trilogy?,"Approximately 500,000,000","Approximately 3,000,000,000","Approximately 1,000,000,000","Approximately 2,002,795,192",D,2
Star Wars,Which episode number is the first Star Wars film?,V,VI,I,IV,D,2
Star Wars,What was Han Solo frozen in?,Stasis,Cryo-sleep,Ice,Carbonite,D,2
Star Wars,And for how long was he frozen?,Three years,About one year,Two years,Six months,B,2
Star Wars,How many forms of communication is C-3P0 fluent in?,Over 100 million,Over 10 million,Over 6 million,Over 1 million,C,2
Star Wars,Where does Rey find Luke Skywalker?,Starkiller Base,Takodana,Jakku,Ahch-To,D,2
Star Wars,Who killed Mace Windu?,General Grievous,Count Dooku,Darth Vader,Darth Sidious,D,2
Star Wars,What is the name of Anakin's stepbrother?,Qui-Gon Jinn,Cliegg Lars,Shmi Skywalker,Owen Lars,D,2
Star Wars,Who was Boba Fett's father?,Clone Trooper,Han Solo,Jango Fett,Darth Vader,C,2
Star Wars,What was Galen Erso's nickname for his daughter?,Galaxy,Moonbeam,Stardust,Starlight,C,2
Star Wars,What is the name of the female member of the Jedi High Council who is of the same species as Yoda?,Even Piell,Saesee Tiin,Yarael Poof,Yaddle,D,2
Star Wars,What model of aircraft did Luke use to bullseye Womp Rats?,Speeder Bike,TIE Fighter,X-Wing,T-16 skyhopper,D,2
Star Wars,Han Solo boasted that the Millennium Falcon made the Kessel Run in less than how many parsecs?,20,10,15,12,D,2
Star Wars,"Who was the first character to speak in the first Star Wars film, A New Hope?",Obi-Wan Kenobi,R2-D2,C-3PO,Luke Skywalker,C,2
Star Wars,Princess Leia tells Grand Moff Tarkin the rebel base is located on what planet?,Endor,Yavin,Hoth,Dantooine,D,2
Star Wars,Who was Luke Skywalker's gunner during the Battle of Hoth?,Porkins,Biggs Darklighter,Dak Ralter,Wedge Antilles,C,2
Star Wars,What species is Greedo?,Zabrak,Twi'lek,Trandoshan,Rodian,D,2
Star Wars,In which movie did Yoda NOT appear in any form?,The Phantom Menace,The Empire Strikes Back,Return of the Jedi,A New Hope,A,2
Star Wars,In what system are Han and Leia before traveling to Bespin?,Corellian,Yavin,Hoth,Anoat,D,2
Star Wars,What species is native to Endor?,Gungan,Neimoidian,Wookiee,Ewok,D,2
Star Wars,Which actor is the only one who's appeared in every single Star Wars movie to date?,Carrie Fisher,Harrison Ford,Mark Hamill,Anthony Daniels (C-3PO),D,2
Star Wars,Which stormtrooper wasn't able to complete his mission in Star Wars: The Force Awakens?,General Hux,Captain Phasma,FN-2003,FN-2187,D,2
Star Wars,What were Padme's last words?,The Republic will fall,"Anakin, help me",I love you,Obi-Wan...there...is good in him. I know there is.,D,2
Star Wars,What kind of vehicle did Rey live in?,Speeder,Star Destroyer,X-Wing,An AT-AT,D,2
Star Wars,"According to Master Yoda, how many Sith are always out there?",Four,Three,One,Two,D,2
Star Wars,What happened to Anakin Skywalker during his first battle against Count Dooku?,He was captured,He was blinded,He lost his left leg,He lost his right arm.,D,2
Star Wars,Who played the part of Commander Cody?,Ahmed Best,Temuera Morrison,Ewan McGregor,Hayden Christensen,B,2
Star Wars,"In Andor, what prison does Cassian break out of?",Narkina 5,Kessel,Aldhani,Ferrix,A,2
Star Wars,What is the name of the lightsaber form used by Obi-Wan Kenobi?,Form I: Shii-Cho,Form III: Soresu,Form V: Djem So,Form VII: Juyo,B,2
Star Wars,Which director helmed Rogue One: A Star Wars Story?,Gareth Edwards,Rian Johnson,J.J. Abrams,Taika Waititi,A,2
Star Wars,"In The Book of Boba Fett, what syndicate takes over Tatooine?",Hutt Cartel,Pyke Syndicate,Black Sun,Crimson Dawn,B,2
Star Wars,What is the significance of the Beskar metal?,Powers lightsabers,Used in Mandalorian armor,Fuels hyperdrives,Creates midi-chlorians,B,2
Star Wars,How many seasons of The Clone Wars animated series are there?,5,6,7,8,C,2
Star Wars,What planet is the site of the Battle of Scarif?,Scarif,Yavin,Hoth,Eadu,A,2
Star Wars,"In Obi-Wan Kenobi, what young Inquisitor hunts Jedi?",The Grand Inquisitor,Reva (Third Sister),The Fifth Brother,Trilla Suduri,B,2
Star Wars,What is the name of the hyperspace route Han Solo navigated in the Kessel Run?,Corellian Run,Kessel Run,Hydian Way,Perlemian Trade Route,B,2
Star Wars,Which novel series explores the High Republic era?,Thrawn Ascendancy,Light of the Jedi,Aftermath,Lost Stars,B,2
Star Wars,"In Solo: A Star Wars Story, what game does Han win against Lando?",Dejarik (hologame),Sabacc,Pazaak,Bithian dice,B,2
Star Wars,What is the code name for the Rebel plan to destroy the second Death Star?,Operation Yellow Moon,Operation Hammerhead,Operation Starbird,Operation Skyhook,D,2
Star Wars,Which voice actor plays both Qui-Gon Jinn and Riff Tamson?,Liam Neeson,Samuel L. Jackson,Andy Serkis,Ian McDiarmid,A,2
Star Wars,What artifact is central to Indiana Jones and the Dial of Destiny crossover with Star Wars lore?,The Antikythera,The Dial of Destiny,The Ark of the Covenant,The Holy Grail,B,2
